merge_key,Structure Author,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID,GENE,RESOLUTION,XRAY/EM,METHOD,AGGREGATION STATE,RECONSTRUCTION METHOD
6VRH,"Coleman, J.A., Navratna, V., Yang, D.",PMC7470834,32618269.0,2020-03-11,8PR,6VRH,3.0,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Spodoptera frugiperda,Mus musculus,23.688,Hetero 3-mer,,SLC6A4,SLC6A4,3.30 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6VRK,"Coleman, J.A., Navratna, V., Yang, D.",PMC7470834,32618269.0,2020-03-11,RFS,6VRK,3.0,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Homo sapiens,Homo sapiens,70.371,Hetero 3-mer,,SLC6A4,SLC6A4,4.10 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6VRK,"Coleman, J.A., Navratna, V., Yang, D.",PMC7470834,32618269.0,2020-03-11,RFS,6VRK,3.0,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Spodoptera frugiperda,Mus musculus,23.718,Hetero 3-mer,,SLC6A4,SLC6A4,4.10 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6VRK,"Coleman, J.A., Navratna, V., Yang, D.",PMC7470834,32618269.0,2020-03-11,RFS,6VRK,3.0,10.7554/eLife.56427,Chemical and structural investigation of the paroxetine-human serotonin transporter complex.,Spodoptera frugiperda,Mus musculus,23.688,Hetero 3-mer,,SLC6A4,SLC6A4,4.10 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6AWN,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,8PR,6AWN,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Homo sapiens,Homo sapiens,61.704,Hetero 3-mer,,SLC6A4,SLC6A4,3.62 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6AWN,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,8PR,6AWN,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Spodoptera frugiperda,Mus musculus,24.854,Hetero 3-mer,,SLC6A4,SLC6A4,3.62 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6AWN,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,8PR,6AWN,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Spodoptera frugiperda,Mus musculus,23.718,Hetero 3-mer,,SLC6A4,SLC6A4,3.62 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6AWO,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,SRE,6AWO,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Homo sapiens,Homo sapiens,61.69,Hetero 3-mer,,SLC6A4,SLC6A4,3.53 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6AWO,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,SRE,6AWO,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Spodoptera frugiperda,Mus musculus,24.854,Hetero 3-mer,,SLC6A4,SLC6A4,3.53 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
6AWO,"Coleman, J.A., Gouaux, E.",PMC5962350,29379174.0,2017-10-25,SRE,6AWO,6.0,10.1038/s41594-018-0026-8,Structural basis for recognition of diverse antidepressants by the human serotonin transporter.,Spodoptera frugiperda,Mus musculus,23.718,Hetero 3-mer,,SLC6A4,SLC6A4,3.53 Å,: Hetero 3-mer -,X-RAY DIFFRACTION,,
7XPZ,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,,7XPZ,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.40 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XQ1,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,,7XQ1,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.40 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7TX7,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",PMC9822521,36071163.0,2022-09-21,,7TX7,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,"Homo sapiens, Escherichia coli",74.797,Monomer,,SLC19A1,SLC19A1,3.80 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XQ0,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,,7XQ0,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.00 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XQ2,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,,7XQ2,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.30 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8GOE,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,,8GOE,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.00 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8GOF,"Zhang, Q.X., Zhang, X.Y., Zhu, Y.L., Sun, P.P., Gao, A., Zhang, L.G., Gao, P.",3931520,36265513.0,2022-10-05,LYA,8GOF,,10.1038/s41586-022-05452-z,Recognition of cyclic dinucleotides and folates by human SLC19A1.,Spodoptera frugiperda,Homo sapiens,60.556,Monomer,,SLC19A1,SLC19A1,3.00 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7TX6,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",PMC9822521,36071163.0,2022-09-21,MTX,7TX6,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,"Homo sapiens, Escherichia coli",74.797,Monomer,,SLC19A1,SLC19A1,3.30 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XTK,"Zhang, M.F., Shan, Y.Y.",,,2023-06-21,,7XTK,,,Structure of human SLC19A1.,Homo sapiens,Homo sapiens,64.927,Monomer,,SLC19A1,SLC19A1,2.89 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HII,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HII,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1,SLC19A1,3.57 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HII,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HII,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,27.759,Hetero 4-mer,,SLC19A1,SLC19A1,3.57 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HII,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HII,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Escherichia coli BL21,Lama glama,16.674,Hetero 4-mer,,SLC19A1,SLC19A1,3.57 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HII,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HII,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,25.576,Hetero 4-mer,,SLC19A1,SLC19A1,3.57 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIJ,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIJ,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1,SLC19A1,3.54 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIJ,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIJ,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,27.759,Hetero 4-mer,,SLC19A1,SLC19A1,3.54 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIJ,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIJ,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Escherichia coli BL21,Lama glama,16.674,Hetero 4-mer,,SLC19A1,SLC19A1,3.54 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIJ,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIJ,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,25.576,Hetero 4-mer,,SLC19A1,SLC19A1,3.54 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIK,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIK,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,"Escherichia coli, Homo sapiens",75.11,Hetero 4-mer,,SLC19A1,SLC19A1,3.72 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIK,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIK,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,27.759,Hetero 4-mer,,SLC19A1,SLC19A1,3.72 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIK,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIK,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Escherichia coli BL21,Lama glama,16.674,Hetero 4-mer,,SLC19A1,SLC19A1,3.72 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HIK,"Zhang, Z., Dang, Y.",PMC9794768,36575193.0,2022-12-21,,8HIK,5.0,10.1038/s41421-022-00508-w,Molecular mechanism of substrate recognition by folate transporter SLC19A1.,Homo sapiens,Homo sapiens,25.576,Hetero 4-mer,,SLC19A1,SLC19A1,3.72 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DEP,"Wright, N.J., Fedor, J.G., Lee, S.-Y.",PMC9822521,36071163.0,2022-09-21,,8DEP,,10.1038/s41586-022-05168-0,Methotrexate recognition by the human reduced folate carrier SLC19A1.,Homo sapiens,Homo sapiens,74.797,Monomer,,SLC19A1,SLC19A1,3.60 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7VR7,"Kato, T., Kusakizako, T., Yamashita, K., Nishizawa, T., Nureki, O.",PMC9372063,35953475.0,2022-08-10,GJ0,7VR7,,10.1038/s41467-022-32442-6,Structural insights into inhibitory mechanism of human excitatory amino acid transporter EAAT2.,Homo sapiens,Homo sapiens,63.017,Homo 3-mer,,SLC1A2,SLC1A2,3.49 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7VR8,"Kato, T., Kusakizako, T., Yamashita, K., Nishizawa, T., Nureki, O.",PMC9372063,35953475.0,2022-08-10,,7VR8,,10.1038/s41467-022-32442-6,Structural insights into inhibitory mechanism of human excitatory amino acid transporter EAAT2.,Homo sapiens,Homo sapiens,63.017,Homo 3-mer,,SLC1A2,SLC1A2,3.58 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XR4,"Zhao, Y., Zhang, Z.",PMC9184463,35680945.0,2022-06-22,,7XR4,,10.1038/s41467-022-31031-x,Structural basis of ligand binding modes of human EAAT2.,Homo sapiens,Homo sapiens,62.165,Homo 3-mer,,SLC1A2,SLC1A2,3.40 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7XR6,"Zhao, Y., Zhang, Z.",PMC9184463,35680945.0,2022-06-22,GJ0,7XR6,,10.1038/s41467-022-31031-x,Structural basis of ligand binding modes of human EAAT2.,Homo sapiens,Homo sapiens,62.165,Homo 3-mer,,SLC1A2,SLC1A2,3.40 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7P4I,"Stetsenko, A., Stehantsev, P., Gati, C., Guskov, A.",,,2021-10-06,,7P4I,,10.1016/j.csbj.2021.09.015,A structural view onto disease-linked mutations in the human neutral amino acid exchanger ASCT1,Komagataella pastoris,Homo sapiens,55.767,Homo 3-mer,,SLC1A4,SLC1A4,4.20 Å,: Homo 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6GS1,"Ural-Blimke, Y., Flayhan, A., Loew, C., Quistgaard, E.M.",,30644743.0,2019-01-30,,6GS1,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1,SLC15A1,3.29 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6GS1,"Ural-Blimke, Y., Flayhan, A., Loew, C., Quistgaard, E.M.",,30644743.0,2019-01-30,,6GS1,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Lama glama,14.401,Hetero 2-mer,,SLC15A1,SLC15A1,3.29 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6GS7,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.",,30644743.0,2019-01-30,,6GS7,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1,SLC15A1,3.30 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6GS7,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.",,30644743.0,2019-01-30,,6GS7,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Lama glama,14.401,Hetero 2-mer,,SLC15A1,SLC15A1,3.30 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6GS4,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.",,30644743.0,2019-01-30,,6GS4,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Escherichia coli K-12,54.97,Hetero 2-mer,,SLC15A1,SLC15A1,2.65 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6GS4,"Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.",,30644743.0,2019-01-30,,6GS4,1.0,10.1021/jacs.8b11343,Structure of Prototypic Peptide Transporter DtpA from E. coli in Complex with Valganciclovir Provides Insights into Drug Binding of Human PepT1.,Escherichia coli,Lama glama,14.401,Hetero 2-mer,,SLC15A1,SLC15A1,2.65 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
7PN1,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",PMC8565842,34730990.0,2021-10-20,,7PN1,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1,SLC15A1,3.90 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7PMW,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",PMC8565842,34730990.0,2021-10-20,,7PMW,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1,SLC15A1,4.10 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7PMW,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",PMC8565842,34730990.0,2021-10-20,,7PMW,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,0.236,Monomer,,SLC15A1,SLC15A1,4.10 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7PMX,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",PMC8565842,34730990.0,2021-10-20,,7PMX,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,78.872,Monomer,,SLC15A1,SLC15A1,3.50 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7PMX,"Killer, M., Wald, J., Pieprzyk, J., Marlovits, T.C., Loew, C.",PMC8565842,34730990.0,2021-10-20,,7PMX,,10.1126/sciadv.abk3259,Structural snapshots of human PepT1 and PepT2 reveal mechanistic insights into substrate and drug transport across epithelial membranes.,Homo sapiens,Homo sapiens,0.236,Monomer,,SLC15A1,SLC15A1,3.50 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7S8U,"Shen, J., Zhou, M.",PMC10404463,35580608.0,2022-07-20,,7S8U,1.0,10.1016/j.str.2022.04.011,Extracellular domain of PepT1 interacts with TM1 to facilitate substrate transport.,Trichoplusia ni,Equus caballus,78.724,Monomer,,SLC15A1,SLC15A1,3.70 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6ZBV,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.",2941541,33658720.0,2021-03-17,,6ZBV,2.0,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Mammalian expression vector EGFP-MCS-pcDNA3.1,Homo sapiens,64.801,Hetero 2-mer,,SLC6A9,SLC6A9,3.40 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6ZBV,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.",2941541,33658720.0,2021-03-17,,6ZBV,2.0,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Escherichia coli MC1061,unidentified,13.304,Hetero 2-mer,,SLC6A9,SLC6A9,3.40 Å,: Hetero 2-mer -,X-RAY DIFFRACTION,,
6ZPL,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.",2941541,33658720.0,2021-03-17,,6ZPL,2.0,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Escherichia coli MC1061,unidentified,13.304,Hetero 5-mer,,SLC6A9,SLC6A9,3.94 Å,: Hetero 5-mer -,X-RAY DIFFRACTION,,
6ZPL,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.",2941541,33658720.0,2021-03-17,,6ZPL,2.0,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Spodoptera frugiperda,Homo sapiens,64.73,Hetero 5-mer,,SLC6A9,SLC6A9,3.94 Å,: Hetero 5-mer -,X-RAY DIFFRACTION,,
6ZPL,"Shahsavar, A., Stohler, P., Bourenkov, G., Zimmermann, I., Siegrist, M., Guba, W., Pinard, E., Sinning, S., Seeger, M.A., Schneider, T.R., Dawson, R.J.P., Nissen, P.",2941541,33658720.0,2021-03-17,,6ZPL,2.0,10.1038/s41586-021-03274-z,Structural insights into the inhibition of glycine reuptake.,Spodoptera frugiperda,Acetivibrio thermocellus ATCC 27405,31.164,Hetero 5-mer,,SLC6A9,SLC6A9,3.94 Å,: Hetero 5-mer -,X-RAY DIFFRACTION,,
8WFJ,"Wei, Y., Zhao, Y.",,38513663.0,2024-04-03,W5F,8WFJ,1.0,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9,SLC6A9,3.35 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WFK,"Wei, Y., Zhao, Y.",,38513663.0,2024-04-03,,8WFK,,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9,SLC6A9,3.22 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WFL,"Wei, Y., Zhao, Y.",,38513663.0,2024-04-03,,8WFL,1.0,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,72.533,Monomer,,SLC6A9,SLC6A9,3.03 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8WFI,"Wei, Y., Zhao, Y.",,38513663.0,2024-04-03,,8WFI,1.0,10.1016/j.cell.2024.02.026,Transport mechanism and pharmacology of the human GlyT1.,Homo sapiens,Homo sapiens,63.769,Monomer,,SLC6A9,SLC6A9,2.58 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7X2U,"Dong, Y., Li, H., Gao, Y., Zhang, X.C., Zhao, Y.",,,2022-04-20,,7X2U,,,Structure of a human NHE3-CHP1 complex in the autoinhibited state,Homo sapiens,Homo sapiens,70.537,Hetero 4-mer,,SLC9A3,SLC9A3,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7X2U,"Dong, Y., Li, H., Gao, Y., Zhang, X.C., Zhao, Y.",,,2022-04-20,,7X2U,,,Structure of a human NHE3-CHP1 complex in the autoinhibited state,Homo sapiens,Homo sapiens,21.412,Hetero 4-mer,,SLC9A3,SLC9A3,3.20 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
5F0L,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0L,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,53.288,Hetero 4-mer,,SLC11A2,SLC11A2,3.20 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
5F0L,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0L,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,37.165,Hetero 4-mer,,SLC11A2,SLC11A2,3.20 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
5F0L,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0L,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,19.194,Hetero 4-mer,,SLC11A2,SLC11A2,3.20 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
5F0L,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0L,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,2.66,Hetero 4-mer,,SLC11A2,SLC11A2,3.20 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
5F0M,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0M,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,19.194,Hetero 4-mer,,SLC11A2,SLC11A2,3.10 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
5F0M,"Lucas, M., Gershlick, D., Vidaurrazaga, A., Rojas, A.L., Bonifacino, J.S., Hierro, A.",PMC5147500,27889239.0,2016-12-07,,5F0M,,10.1016/j.cell.2016.10.056,Structural Mechanism for Cargo Recognition by the Retromer Complex.,Escherichia coli BL21(DE3),Homo sapiens,53.288,Hetero 4-mer,,SLC11A2,SLC11A2,3.10 Å,: Hetero 4-mer -,X-RAY DIFFRACTION,,
