Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
7N4U,"Li, X., Long, T.",,,PMC8373123,34407950,2021-09-01,,7N4U,12,experimental,,10.1126/sciadv.abh3997,Structures of dimeric human NPC1L1 provide insight into mechanisms for cholesterol absorption.,Homo sapiens,Homo sapiens,145.904,Homo 2-mer,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
3JD8,"Gong, X., Qian, H.W., Zhou, X.H., Wu, J.P., Zhou, Q., Yan, N.",,,,,2016-06-01,,3JD8,10,experimental,,,The structure of Niemann-Pick C1 protein,Homo sapiens,Homo sapiens,142.273,Monomer,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
5F18,"Wang, H., Shi, Y., Song, J., Qi, J., Lu, G., Yan, J., Gao, G.F.","0.07M sodium acetate trihydrate, pH 4.6, 5.6% (w/v) polyethylene glycol 4000, 30% (v/v) glycerol",,PMC7111281,26771495,2016-01-20,,5F18,2,experimental,2,10.1016/j.cell.2015.12.044,Ebola Viral Glycoprotein Bound to Its Endosomal Receptor Niemann-Pick C1.,Escherichia coli,Homo sapiens,29.437,Monomer,,NPC1
5JNX,"Gong, X., Qian, H.W., Zhou, X.H., Wu, J.P., Wan, T., Shi, Y., Gao, F., Zhou, Q., Yan, N.",,,PMC7111323,27238017,2016-06-15,,5JNX,19,experimental,,10.1016/j.cell.2016.05.022,Structural Insights into the Niemann-Pick C1 (NPC1)-Mediated Cholesterol Transfer and Ebola Infection,Homo sapiens,Homo sapiens,142.273,"Hetero 4-mer, Homo 3-mer",N-Glycosylation,NPC1
,,,,,,,,,,,,,,Insect cell expression vector pTIE1,Ebola virus - Zaire (1995),17.195,Homo 3-mer,,NPC1
,,,,,,,,,,,,,,Insect cell expression vector pTIE1,Ebola virus - Zaire (1995),14.883,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,NPC1
,,,,,,,,,,,,,,,,,,,SLC31A1
2LS2,"Yang, L., Huang, Z., Li, F.",,,,,2012-06-06,,2LS2,,experimental,,,Structural insights into the transmembrane domains of human copper transporter 1,Escherichia coli,Homo sapiens,2.681,Monomer,,SLC31A1
2LS3,"Yang, L., Huang, Z., Li, F.",,,,,2012-06-06,,2LS3,,experimental,,,Structural insights into the transmembrane domains of human copper transporter 1,Escherichia coli,Homo sapiens,3.54,Monomer,,SLC31A1
2LS4,"Yang, L., Huang, Z., Li, F.",,,,,2012-06-06,,2LS4,,experimental,,,Structural insights into the transmembrane domains of human copper transporter 1,Escherichia coli,Homo sapiens,2.603,Monomer,,SLC31A1
,,,,,,,,,,,,,,,,,,,SLC16A7
7BP3,"Zhang, B., Jin, Q., Zhang, X., Guo, J., Ye, S.",,,PMC7228944,32415067,2020-06-03,,7BP3,,experimental,,10.1038/s41467-020-16334-1,Cooperative transport mechanism of human monocarboxylate transporter 2.,Homo sapiens,Homo sapiens,53.92,Homo 2-mer,,SLC16A7
,,,,,,,,,,,,,,,,,,,CTNS
8DYP,"Guo, X., Feng, L.","12% PEG400, 80mM Li2SO4, and 50mM MES pH6.0",,PMC9530027,36113465,2022-11-16,,8DYP,1,experimental,3.4,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Homo sapiens,37.173,Hetero 2-mer,,CTNS
,,,,,,,,,,,,,,Escherichia coli,synthetic construct,13.019,,,CTNS
8DKE,"Schmiege, P., Li, X.",,,PMC9530027,36113465,2022-09-21,,8DKE,2,experimental,,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Homo sapiens,46.08,Hetero 3-mer,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,26.768,,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,25.468,,,CTNS
8DKI,"Schmiege, P., Li, X.",,,PMC9530027,36113465,2022-09-21,,8DKI,2,experimental,,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Homo sapiens,46.08,Hetero 3-mer,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,26.768,,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,25.468,,,CTNS
8DKM,"Schmiege, P., Li, X.",,,PMC9530027,36113465,2022-09-21,,8DKM,2,experimental,,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Mus musculus,26.768,Hetero 3-mer,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,25.468,,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,46.08,,,CTNS
8DKW,"Schmiege, P., Li, X.",,,PMC9530027,36113465,2022-09-21,,8DKW,2,experimental,,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Mus musculus,26.768,Hetero 3-mer,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,25.468,,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,46.095,,,CTNS
8DKX,"Schmiege, P., Li, X.",,,PMC9530027,36113465,2022-09-21,,8DKX,2,experimental,,10.1016/j.cell.2022.08.020,Structure and mechanism of human cystine exporter cystinosin.,Homo sapiens,Mus musculus,26.768,Hetero 3-mer,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Mus musculus,25.468,,,CTNS
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,46.095,,,CTNS
,,,,,,,,,,,,,,,,,,,SLC3A2
8QEY,"Martinez-Molledo, M., Rullo-Tubau, J., Errasti-Murugarren, E., Palacin, M., Llorca, O.",,,PMC10998858,38582862,2024-04-10,,8QEY,1,experimental,,10.1038/s41467-024-47385-3,Structure and mechanisms of transport of human Asc1/CD98hc amino acid transporter.,Homo sapiens,Homo sapiens,56.838,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,68.057,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7CCS,"Oda, K., Lee, Y., Takemoto, M., Yamashita, K., Nishizawa, T., Nureki, O.",,,PMC7679960,33016372,2020-12-09,,7CCS,1,experimental,,10.1002/pro.3966,"Consensus mutagenesis approach improves the thermal stability of system x c - transporter, xCT, and enables cryo-EM analyses.",Homo sapiens,Homo sapiens,68.07,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,55.934,,,SLC3A2
8WNY,"Li, Y.N., Guo, Y.Y., Dai, L., Yan, R.H.",,,PMC11001984,38589439,2024-05-15,,8WNY,1,experimental,,10.1038/s41467-024-47468-1,Cryo-EM structure of the human Asc-1 transporter complex.,Homo sapiens,Homo sapiens,68.165,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,56.838,,,SLC3A2
8WNS,"Li, Y.N., Guo, Y.Y., Dai, L., Yan, R.H.",,,PMC11001984,38589439,2024-05-15,,8WNS,1,experimental,,10.1038/s41467-024-47468-1,Cryo-EM structure of the human Asc-1 transporter complex.,Homo sapiens,Homo sapiens,68.165,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,56.838,,,SLC3A2
6IRS,"Yan, R.H., Zhao, X., Lei, J.L., Zhou, Q.",,,,30867591,2019-03-27,,6IRS,1,experimental,,10.1038/s41586-019-1011-z,Structure of the human LAT1-4F2hc heteromeric amino acid transporter complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.245,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
6IRT,"Yan, R.H., Zhao, X., Lei, J.L., Zhou, Q.",,,,30867591,2019-03-27,,6IRT,1,experimental,,10.1038/s41586-019-1011-z,Structure of the human LAT1-4F2hc heteromeric amino acid transporter complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.245,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7DSK,"Yan, R.H., Li, Y.N., Zhang, Y.Y., Zhong, X.Y., Zhou, Q.",,,PMC7988154,33758168,2021-03-10,,7DSK,1,experimental,,10.1038/s41421-021-00247-4,Mechanism of substrate transport and inhibition of the human LAT1-4F2hc amino acid transporter.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.187,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7DSL,"Yan, R.H., Li, Y.N., Zhang, Y.Y., Zhong, X.Y., Zhou, Q.",,,PMC7988154,33758168,2021-03-10,,7DSL,1,experimental,,10.1038/s41421-021-00247-4,Mechanism of substrate transport and inhibition of the human LAT1-4F2hc amino acid transporter.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.187,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7DSN,"Yan, R.H., Li, Y.N., Zhang, Y.Y., Zhong, X.Y., Zhou, Q.",,,PMC7988154,33758168,2021-03-10,,7DSN,1,experimental,,10.1038/s41421-021-00247-4,Mechanism of substrate transport and inhibition of the human LAT1-4F2hc amino acid transporter.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.187,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7DSQ,"Yan, R.H., Li, Y.N., Zhang, Y.Y., Zhong, X.Y., Zhou, Q.",,,PMC7988154,33758168,2021-03-10,,7DSQ,,experimental,,10.1038/s41421-021-00247-4,Mechanism of substrate transport and inhibition of the human LAT1-4F2hc amino acid transporter.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.187,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
6I9Q,"Schiefner, A., Deuschle, F.-C., Skerra, A.","24 % (w/v) PEG 3350, 0.1 M Bis-tris propane/HCl, 0.2 M sodium sulfate",,,30958588,2019-04-17,,6I9Q,,experimental,2.1,10.1002/prot.25686,Structural differences between the ectodomains of murine and human CD98hc.,Escherichia coli BL21,Mus musculus,48.367,Monomer,,SLC3A2
2DH2,"Fort, J., Fita, I., Palacin, M.","25% PEG 4000, 0,2M SODIUM ACETATE, 0,1M TRIS BUFFER, pH 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",,,17724034,2007-03-27,,2DH2,,experimental,2.1,10.1074/jbc.M704524200,The structure of human 4F2hc ectodomain provides a model for homodimerization and electrostatic interaction with plasma membrane.,Escherichia coli BL21(DE3),Homo sapiens,46.947,Monomer,,SLC3A2
2DH3,"Fort, J., Fita, I., Palacin, M.","25% PEG 3350, 0,2M AMMONIUM SULFATE, pH 6, VAPOR DIFFUSION, HANGING DROP, temperature 298K",,,17724034,2007-03-27,,2DH3,,experimental,2.8,10.1074/jbc.M704524200,The structure of human 4F2hc ectodomain provides a model for homodimerization and electrostatic interaction with plasma membrane.,Escherichia coli BL21(DE3),Homo sapiens,46.759,Monomer,,SLC3A2
,,,,,,,,,,,,,,,,,Monomer,,SLC3A2
8WNT,"Li, Y.N., Guo, Y.Y., Dai, L., Yan, R.H.",,,PMC11001984,38589439,2024-05-15,,8WNT,1,experimental,,10.1038/s41467-024-47468-1,Cryo-EM structure of the human Asc-1 transporter complex.,Homo sapiens,Homo sapiens,68.165,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,56.838,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
8G0M,"Kariolis, M.S., Lexa, K., Liau, N.P.D., Srivastava, D., Tran, H., Wells, R.C.","10% Glycerol, 0.1 M HEPES pH 7.5, 5% PEG 3000, 30% PEG 40",,PMC10439950,37598178,2023-10-18,,8G0M,2,experimental,2.25,10.1038/s41467-023-40681-4,CD98hc is a target for brain delivery of biotherapeutics.,Homo sapiens,Homo sapiens,46.952,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,synthetic construct,25.757,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
6SUA,"Schiefner, A., Deuschle, F.-C., Skerra, A.","12 %(w/v) PEG8000, 0.2 M Li2SO4",,PMC7380666,32463547,2020-06-17,,6SUA,2,experimental,2.75,10.1002/pro.3894,Design of a surrogate Anticalin protein directed against CD98hc for preclinical studies in mice.,Escherichia coli,Homo sapiens,21.462,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Escherichia coli BL21,Mus musculus,48.367,Hetero 2-mer,,SLC3A2
6S8V,"Schiefner, A., Deuschle, F.-C., Skerra, A.","18 % (w/v) PEG3350, 100 mM sodium malonate",,PMC7019167,32089738,2020-03-04,,6S8V,2,experimental,1.8,10.7150/thno.38968,Development of a high affinity Anticalin®directed against human CD98hc for theranostic applications.,Escherichia coli,Homo sapiens,21.132,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Escherichia coli BL21,Homo sapiens,47.485,Hetero 2-mer,,SLC3A2
7DF1,"Liu, X., Ding, J., Sui, J., Tian, X.","0.1 M sodium citrate tribasic dihydrate pH 5.0, 9% PEG20000, 5% PEG400, 9% glycerol",,,36424464,2022-12-07,,7DF1,8,experimental,2.81,10.1038/s41551-022-00956-5,An anti-CD98 antibody displaying pH-dependent Fc-mediated tumour-specific activity against multiple cancers in CD98-humanized mice.,Escherichia coli,Homo sapiens,46.244,Hetero 3-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,14.741,Hetero 3-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,13.581,Hetero 3-mer,,SLC3A2
,,,,,,,,,,,,,,,,,Hetero 3-mer,,SLC3A2
6JMR,"Lee, Y., Nishizawa, T., Kusakizako, T., Oda, K., Ishitani, R., Yokoyama, T., Nakane, T., Shirouzu, M., Nureki, O.",,,,31160781,2019-06-19,,6JMR,8,experimental,,10.1038/s41594-019-0237-7,Cryo-EM structure of the human L-type amino acid transporter 1 in complex with glycoprotein CD98hc.,Mus musculus,Mus musculus,23.832,Hetero 5-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Mus musculus,Mus musculus,24.115,,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,68.07,,,SLC3A2
,,,,,,,,,,,,,,Mus musculus,Mus musculus,22.578,,,SLC3A2
,,,,,,,,,,,,,,Mus musculus,Mus musculus,23.227,,,SLC3A2
8XPU,"Hu, Z., Yan, R.",,,PMC11220031,38956038,2024-07-17,,8XPU,,experimental,,10.1038/s41421-024-00697-6,Structural basis for the inhibition mechanism of LAT1-4F2hc complex by JPH203.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.187,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7B00,"Rodriguez, C.F., Escudero-Bravo, P., Garcia-Martin, C., Boskovic, J., Errasti-Murugarren, E., Palacin, M., Llorca, O.",,,PMC8670485,34848541,2021-10-27,,7B00,1,experimental,,10.1073/pnas.2113573118,Structural basis for substrate specificity of heteromeric transporters of neutral amino acids.,Homo sapiens,Homo sapiens,58.42,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,58.004,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7CMH,"Yan, R.H., Zhou, J.Y., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7653941,33298890,2020-12-23,,7CMH,1,experimental,,10.1038/s41421-020-00207-4,Structural insight into the substrate recognition and transport mechanism of the human LAT2-4F2hc complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,60.56,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7CMI,"Yan, R.H., Zhou, J.Y., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7653941,33298890,2020-12-23,,7CMI,1,experimental,,10.1038/s41421-020-00207-4,Structural insight into the substrate recognition and transport mechanism of the human LAT2-4F2hc complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,60.56,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
,,,,,,,,,,,,,,,,,,,SLC3A2
7EPZ,"Yan, R.H., Li, Y.N., Zhang, Y.Y., Chi, X.M., Zhou, Q.",,,PMC9253326,35352032,2022-04-06,,7EPZ,1,experimental,,10.1038/s41422-022-00642-w,The structure of erastin-bound xCT-4F2hc complex reveals molecular mechanisms underlying erastin-induced ferroptosis.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC3A2
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,57.61,,,SLC3A2
